Med1 Med2 Caracteristca1 Caracteristca2 Caracteristca3 Caracteristca4
IMDUR K@DUR 0.666666666667 0.5 0.6 0.0
IMIPENEM OMNIPEN 0.67012987013 0.5 0.5 0.0
IMIPRAMINE DESIPRAMINE 0.788785046729 0.6818181818181818 0.7272727272727273 0.0
IMIPRAMINE VINCRISTINE 0.590990990991 0.4090909090909091 0.36363636363636365 0.0
IMURAN ELMIRON 0.698507462687 0.35714285714285715 0.4285714285714286 0.0
IMURAN IMDUR 0.631578947368 0.5833333333333334 0.5 0.3333333333333333
IMURAN TENORMIN 0.654054054054 0.1875 0.25 0.0
INDERAL ADDERALL 0.824691358025 0.5625 0.625 0.0
INDERAL ISORDIL 0.497297297297 0.42857142857142855 0.2857142857142857 0.14285714285714285
INDERAL TORADOL 0.513513513514 0.2857142857142857 0.1428571428571429 0.0
INDERAL@LA IMDUR 0.627027027027 0.3 0.30000000000000004 0.1
INDINAVIR AMOXICILLIN 0.307692307692 0.2727272727272727 0.18181818181818177 0.0
INDINAVIR DENAVIR 0.866666666667 0.6111111111111112 0.6666666666666667 0.0
INDINAVIR NASALIDE 0.418390804598 0.3333333333333333 0.2222222222222222 0.0
IODINE CODEINE 0.71186440678 0.5714285714285714 0.7142857142857143 0.0
IODINE LODINE 0.821428571429 0.75 0.8333333333333334 0.0
IODINE NIFEDIPINE 0.484210526316 0.45 0.5 0.0
ISORDIL ASPARAGINASE 0.420618556701 0.25 0.25 0.0
ISORDIL HALOTESTIN 0.32967032967 0.2 0.19999999999999996 0.0
ISORDIL INDERAL 0.497297297297 0.42857142857142855 0.2857142857142857 0.14285714285714285
ISORDIL SELEGILINE 0.542528735632 0.25 0.19999999999999996 0.0
K@DUR IMDUR 0.666666666667 0.5 0.6 0.0
K@PHOS@NEUTRAL ETHMOZINE 0.466086956522 0.21428571428571427 0.2142857142857143 0.0
K@PHOS@NEUTRAL NEUTRA@PHOS@K 0.46511627907 0.42857142857142855 0.0714285714285714 0.0
K@PHOS@NEUTRAL OCUPRESS 0.425 0.21428571428571427 0.1428571428571429 0.0
KEFZOL AVAPRO 0.3875 0.08333333333333333 0.0 0.0
KEFZOL CEFZIL 0.835294117647 0.5833333333333334 0.6666666666666667 0.0
KEFZOL PARAPLATIN 0.281818181818 0.05 0.09999999999999998 0.0
KLONOPIN CLONAZEPAM 0.657142857143 0.4 0.4 0.0
KLONOPIN CLONIDINE 0.773626373626 0.5 0.5555555555555556 0.0
L@DOPA FAM@PREN@FORTE 0.261052631579 0.14285714285714285 0.1428571428571429 0.0
L@DOPA LEVODOPA 0.626865671642 0.625 0.625 0.125
L@DOPA METHYLDOPA 0.666666666667 0.4 0.4 0.0
L@DOPA PROBENECID 0.301234567901 0.1 0.0 0.0
L@DOPA ZINACEF 0.43125 0.07142857142857142 0.0 0.0
LACRILUBE CARVEDILOL 0.415841584158 0.3 0.19999999999999996 0.0
LACRILUBE ELDEPRYL 0.610989010989 0.2777777777777778 0.11111111111111116 0.0
LACRILUBE RIDAURA 0.345 0.3333333333333333 0.2222222222222222 0.0
LACRILUBE SURGILUBE 0.68085106383 0.5555555555555556 0.5555555555555556 0.0
LAMICEL LAMISIL 0.956756756757 0.7142857142857143 0.7142857142857143 0.5714285714285714
LAMICEL OCUMYCIN 0.493506493506 0.25 0.25 0.0
LAMICEL PREMARIN 0.375308641975 0.25 0.125 0.0
LAMICTAL ATGAM 0.377464788732 0.25 0.25 0.0
LAMICTAL CYTOSAR@U 0.414285714286 0.2222222222222222 0.0 0.0
LAMICTAL LAMISIL 0.849382716049 0.625 0.625 0.5
LAMICTAL LEVOBUNOLOL 0.471287128713 0.18181818181818182 0.18181818181818177 0.09090909090909091
LAMICTAL LOMOTIL 0.716049382716 0.5 0.5 0.125
LAMICTAL LUDIOMIL 0.490476190476 0.4375 0.375 0.125
LAMICTAL PINDOLOL 0.477272727273 0.1875 0.125 0.0
LAMISIL ANSAID 0.471641791045 0.35714285714285715 0.2857142857142857 0.0
LAMISIL LAMICEL 0.956756756757 0.7142857142857143 0.7142857142857143 0.5714285714285714
LAMISIL LAMICTAL 0.849382716049 0.625 0.625 0.5
LAMISIL LOMOTIL 0.821621621622 0.5714285714285714 0.5714285714285714 0.14285714285714285
LAMISIL ORTHO@CEPT 0.213636363636 0.0 0.0 0.0
LAMIVUDINE LAMOTRIGINE 0.684112149533 0.5909090909090909 0.5454545454545454 0.2727272727272727
LAMOTRIGINE LAMIVUDINE 0.684112149533 0.5909090909090909 0.5454545454545454 0.2727272727272727
LAMOTRIGINE LEVOBUNOLOL 0.375438596491 0.3181818181818182 0.18181818181818177 0.09090909090909091
LAMOTRIGINE PAXIL 0.266666666667 0.18181818181818182 0.18181818181818177 0.0
LANOXIL ATIVAN 0.364179104478 0.2857142857142857 0.1428571428571429 0.0
LANOXIL GEMZAR 0.360563380282 0.14285714285714285 0.0 0.0
LANOXIL LOMOTIL 0.805405405405 0.5714285714285714 0.5714285714285714 0.14285714285714285
LANOXIL PITRESSIN 0.263636363636 0.1111111111111111 0.11111111111111116 0.0
LANOXIN LASIX 0.575 0.5 0.4285714285714286 0.2857142857142857
LANOXIN LAXIS 0.53125 0.5714285714285714 0.5714285714285714 0.2857142857142857
LANOXIN LEVOXINE 0.81038961039 0.625 0.625 0.125
LANOXIN LEVOXYL 0.627027027027 0.5 0.4285714285714286 0.14285714285714285
LANOXIN LOMOTIL 0.616216216216 0.5 0.4285714285714286 0.14285714285714285
LANOXIN LOMOVIL 0.594594594595 0.5 0.4285714285714286 0.14285714285714285
LANOXIN LONOX 0.78125 0.5714285714285714 0.5714285714285714 0.14285714285714285
LANOXIN XANAX 0.5625 0.35714285714285715 0.4285714285714286 0.0
LANTUS LENTE 0.767213114754 0.5833333333333334 0.5 0.16666666666666666
LANTUS LOMOTIL 0.585915492958 0.35714285714285715 0.2857142857142857 0.14285714285714285
LASIX AMIODARONE 0.191780821918 0.2 0.09999999999999998 0.0
LASIX LANOXIN 0.575 0.5 0.4285714285714286 0.2857142857142857
LASIX LOMOTIL 0.375 0.35714285714285715 0.2857142857142857 0.14285714285714285
LASIX LUVOX 0.711111111111 0.4 0.4 0.2
LAXIS LANOXIN 0.53125 0.5714285714285714 0.5714285714285714 0.2857142857142857
LAXIS LOMOVIL 0.325 0.35714285714285715 0.2857142857142857 0.14285714285714285
LAXIS PLAVIX 0.662295081967 0.5 0.5 0.0
LENTE CYTOXAN 0.28125 0.14285714285714285 0.0 0.0
LENTE DIPHENATOL 0.395061728395 0.25 0.30000000000000004 0.0
LENTE LANTUS 0.767213114754 0.5833333333333334 0.5 0.16666666666666666
LEUCOVORIN LEUKERAN 0.653333333333 0.5 0.5 0.3
LEUCOVORIN LEUKINE 0.496385542169 0.5 0.4 0.3
LEUCOVORIN PLENDIL 0.334065934066 0.3 0.19999999999999996 0.0
LEUKERAN ALKERAN 0.779220779221 0.625 0.625 0.0
LEUKERAN FUDR 0.34375 0.1875 0.25 0.0
LEUKERAN GLYBURIDE 0.533333333333 0.2777777777777778 0.11111111111111116 0.0
LEUKERAN GUANFACINE 0.297777777778 0.2 0.19999999999999996 0.0
LEUKERAN LEUCOVORIN 0.653333333333 0.5 0.5 0.3
LEUKERAN LEUKINE 0.695890410959 0.625 0.5 0.5
LEUKERAN OCUMYCIN 0.31 0.1875 0.25 0.0
LEUKERAN TNKASE 0.313513513514 0.1875 0.125 0.0
LEUKINE LEUCOVORIN 0.496385542169 0.5 0.4 0.3
LEUKINE LEUKERAN 0.695890410959 0.625 0.5 0.5
LEUKINE NAPROSYN 0.441558441558 0.125 0.0 0.0
LEUKINE ORTHO@CEPT 0.257142857143 0.1 0.09999999999999998 0.0
LEVBID ALTACE 0.41875 0.16666666666666666 0.0 0.0
LEVBID LITHOBID 0.630769230769 0.5 0.5 0.125
LEVBID LOPID 0.688524590164 0.5 0.5 0.16666666666666666
LEVBID LORABID 0.698591549296 0.5714285714285714 0.5714285714285714 0.14285714285714285
LEVBID NOROXIN 0.332394366197 0.14285714285714285 0.1428571428571429 0.0
LEVBID VOLMAX 0.376470588235 0.16666666666666666 0.0 0.0
LEVOBUNOLOL CYTOSAR@U 0.329896907216 0.13636363636363635 0.09090909090909094 0.0
LEVOBUNOLOL LEVOCABASTINE 0.467741935484 0.46153846153846156 0.3846153846153846 0.3076923076923077
LEVOCABASTINE LEVOBUNOLOL 0.467741935484 0.46153846153846156 0.3846153846153846 0.3076923076923077
LEVODOPA CITRUCEL 0.380952380952 0.125 0.0 0.0
LEVODOPA L@DOPA 0.626865671642 0.625 0.625 0.125
LEVODOPA METHYLDOPA 0.459574468085 0.45 0.5 0.0
LEVOXINE CALCIFEROL 0.327659574468 0.25 0.09999999999999998 0.0
LEVOXINE LANOXIN 0.81038961039 0.625 0.625 0.125
LEVOXINE LEVOXYL 0.753246753247 0.6875 0.625 0.625
LEVOXINE LEVSIN 0.810810810811 0.625 0.625 0.375
LEVOXINE OMNIPEN 0.363636363636 0.3125 0.125 0.0
LEVOXINE SULFADIAZINE 0.552 0.2916666666666667 0.33333333333333337 0.0
LEVOXYL LANOXIN 0.627027027027 0.5 0.4285714285714286 0.14285714285714285
LEVOXYL LEVOXINE 0.753246753247 0.6875 0.625 0.625
LEVOXYL LUVOX 0.7625 0.5714285714285714 0.5714285714285714 0.14285714285714285
LEVSIN LEVOXINE 0.810810810811 0.625 0.625 0.375
LIBRAX CHLORPROPAMIDE 0.360714285714 0.17857142857142858 0.2142857142857143 0.0
LIBRAX LIBRIUM 0.715492957746 0.6428571428571429 0.5714285714285714 0.5714285714285714
LIBRIUM LIBRAX 0.715492957746 0.6428571428571429 0.5714285714285714 0.5714285714285714
LIBRIUM TOLBUTAMIDE 0.353191489362 0.22727272727272727 0.18181818181818177 0.0
LIORESAL CEFACLOR 0.409523809524 0.25 0.0 0.0
LIORESAL DIOVAL 0.491428571429 0.4375 0.5 0.0
LIORESAL LOTENSIN 0.380952380952 0.4375 0.375 0.125
LIORESAL NIMBEX 0.216216216216 0.25 0.25 0.0
LISINOPRIL RISPERDAL 0.47619047619 0.35 0.30000000000000004 0.0
LISINOPRIL TOBRADEX 0.416326530612 0.2 0.0 0.0
LISINOPRIL VIRAMUNE 0.378723404255 0.2 0.09999999999999998 0.0
LITHOBID DENAVIR 0.335802469136 0.125 0.125 0.0
LITHOBID LEVBID 0.630769230769 0.5 0.5 0.125
LITHOBID LITHOSTAT 0.741052631579 0.6111111111111112 0.5555555555555556 0.5555555555555556
LITHOBID PERCOCET 0.404545454545 0.125 0.125 0.0
LITHOSTAT CHLORPROMAZINE 0.328682170543 0.21428571428571427 0.1428571428571429 0.0
LITHOSTAT LITHOBID 0.741052631579 0.6111111111111112 0.5555555555555556 0.5555555555555556
LITHOSTAT RETROVIR 0.32 0.2222222222222222 0.2222222222222222 0.0
LODINE CODEINE 0.666666666667 0.5714285714285714 0.7142857142857143 0.0
LODINE IODINE 0.821428571429 0.75 0.8333333333333334 0.0
LOMOTIL HEPARIN 0.291891891892 0.14285714285714285 0.1428571428571429 0.0
LOMOTIL LAMICTAL 0.716049382716 0.5 0.5 0.125
LOMOTIL LAMISIL 0.821621621622 0.5714285714285714 0.5714285714285714 0.14285714285714285
LOMOTIL LANOXIN 0.616216216216 0.5 0.4285714285714286 0.14285714285714285
LOMOTIL LASIX 0.375 0.35714285714285715 0.2857142857142857 0.14285714285714285
LOMOVIL LANOXIN 0.594594594595 0.5 0.4285714285714286 0.14285714285714285
LOMOVIL LAXIS 0.325 0.35714285714285715 0.2857142857142857 0.14285714285714285
LONITEN LOTENSIN 0.691358024691 0.5625 0.375 0.25
LONOX FLUCYTOSINE 0.390476190476 0.18181818181818182 0.18181818181818177 0.0
LONOX LANOXIN 0.78125 0.5714285714285714 0.5714285714285714 0.14285714285714285
LONOX RESERPINE 0.243243243243 0.1111111111111111 0.0 0.0
LOPID AMIKIN 0.428070175439 0.16666666666666666 0.16666666666666663 0.0
LOPID CENTOXIN 0.360563380282 0.25 0.25 0.0
LOPID ERYTHROMYCIN 0.320879120879 0.16666666666666666 0.16666666666666663 0.0
LOPID LEVBID 0.688524590164 0.5 0.5 0.16666666666666666
LOPID LORABID 0.65625 0.5714285714285714 0.5714285714285714 0.2857142857142857
LOPID PREVACID 0.507042253521 0.25 0.25 0.0
LOPID SLO@BID 0.819672131148 0.5 0.5714285714285714 0.0
LORABID BUMEX 0.36875 0.14285714285714285 0.0 0.0
LORABID LEVBID 0.698591549296 0.5714285714285714 0.5714285714285714 0.14285714285714285
LORABID LOPID 0.65625 0.5714285714285714 0.5714285714285714 0.2857142857142857
LORABID LORTAB 0.732394366197 0.6428571428571429 0.5714285714285714 0.42857142857142855
LORABID SLO@BID 0.647887323944 0.6428571428571429 0.5714285714285714 0.0
LORAZEPAM ALPRAZOLAM 0.570297029703 0.55 0.6 0.0
LORAZEPAM CLONAZEPAM 0.764356435644 0.75 0.8 0.0
LORAZEPAM DIAZEPAM 0.689655172414 0.6111111111111112 0.6666666666666667 0.0
LORAZEPAM GUANFACINE 0.40824742268 0.2 0.0 0.0
LORTAB CORTEF 0.635294117647 0.5 0.5 0.0
LORTAB LORABID 0.732394366197 0.6428571428571429 0.5714285714285714 0.42857142857142855
LORTAB LURIDE 0.68125 0.4166666666666667 0.33333333333333337 0.16666666666666666
LORTAB PINDOLOL 0.323076923077 0.25 0.0 0.0
LOSARTAN VALSARTAN 0.821052631579 0.6666666666666666 0.6666666666666667 0.0
LOTENSIN LIORESAL 0.380952380952 0.4375 0.375 0.125
LOTENSIN LONITEN 0.691358024691 0.5625 0.375 0.25
LOTENSIN LOVASTATIN 0.575510204082 0.45 0.4 0.2
LOTRIMIN CENTOXIN 0.368181818182 0.3125 0.25 0.0
LOTRIMIN LOTRISONE 0.751648351648 0.6666666666666666 0.6666666666666667 0.5555555555555556
LOTRISONE LOTRIMIN 0.751648351648 0.6666666666666666 0.6666666666666667 0.5555555555555556
LOTRISONE ROXICET 0.466666666667 0.2777777777777778 0.2222222222222222 0.0
LOTRONEX ADDERALL 0.272727272727 0.125 0.0 0.0
LOTRONEX BETAGAN 0.330864197531 0.1875 0.125 0.0
LOTRONEX LOVENOX 0.646913580247 0.5 0.5 0.25
LOTRONEX PROTONIX 0.681818181818 0.5 0.5 0.0
LOTRONEX VINBLASTINE 0.419047619048 0.3181818181818182 0.18181818181818177 0.0
LOVASTATIN LOTENSIN 0.575510204082 0.45 0.4 0.2
LOVASTATIN NOROXIN 0.347252747253 0.25 0.30000000000000004 0.0
LOVENOX LOTRONEX 0.646913580247 0.5 0.5 0.25
LOXITANE CEFPROZIL 0.351648351648 0.2222222222222222 0.0 0.0
LOXITANE SORIATANE 0.587951807229 0.5555555555555556 0.6666666666666667 0.0
LUDIOMIL LAMICTAL 0.490476190476 0.4375 0.375 0.125
LUDIOMIL SYMMETREL 0.342857142857 0.16666666666666666 0.11111111111111116 0.0
LURIDE LORTAB 0.68125 0.4166666666666667 0.33333333333333337 0.16666666666666666
LUVOX ACCOLATE 0.316417910448 0.125 0.125 0.0
LUVOX LASIX 0.711111111111 0.4 0.4 0.2
LUVOX LEVOXYL 0.7625 0.5714285714285714 0.5714285714285714 0.14285714285714285
LUVOX REGLAN 0.314754098361 0.16666666666666666 0.0 0.0
MEDI@GESIC DOBUTAMINE 0.441237113402 0.2 0.0 0.0
MEDI@GESIC HALDOL 0.197530864198 0.1 0.0 0.0
MEDI@GESIC MEDIGESIC 1.0 0.85 0.9 0.4
MEDIGESIC ACCOLATE 0.354022988506 0.05555555555555555 0.0 0.0
MEDIGESIC MEDI@GESIC 1.0 0.85 0.9 0.4
MEDIGESIC NEORAL 0.249350649351 0.1111111111111111 0.11111111111111116 0.0
MEDROXYPROGESTERONE METHYLPREDNISOLONE 0.572864321608 0.4473684210526316 0.368421052631579 0.10526315789473684
MEDROXYPROGESTERONE SEROPHENE 0.3 0.2631578947368421 0.368421052631579 0.0
MEGACE REGLAN 0.40625 0.4166666666666667 0.33333333333333337 0.0
MELPHALAN EREX 0.185915492958 0.1111111111111111 0.11111111111111116 0.0
MELPHALAN MYLERAN 0.590909090909 0.4444444444444444 0.4444444444444444 0.1111111111111111
MERUVAX ATTENUVAX 0.557142857143 0.5 0.5555555555555556 0.0
METHADONE LEUKERAN 0.335632183908 0.2222222222222222 0.2222222222222222 0.0
METHADONE METHYLPHENIDATE 0.54375 0.4 0.4 0.26666666666666666
METHADONE MICRONASE 0.510638297872 0.3888888888888889 0.2222222222222222 0.1111111111111111
METHADONE PRANDIN 0.390909090909 0.2222222222222222 0.2222222222222222 0.0
METHADONE SYNAGIS 0.357142857143 0.1111111111111111 0.11111111111111116 0.0
METHOTREXATE AMLODIPINE 0.347368421053 0.20833333333333334 0.16666666666666663 0.0
METHOTREXATE DOXORUBICIN 0.4 0.16666666666666666 0.08333333333333337 0.0
METHOTREXATE METOLAZONE 0.536842105263 0.4583333333333333 0.41666666666666663 0.25
METHOTREXATE PROVENTIL 0.441739130435 0.25 0.16666666666666663 0.0
METHYLDOPA DOBUTAMINE 0.338461538462 0.25 0.0 0.0
METHYLDOPA L@DOPA 0.666666666667 0.4 0.4 0.0
METHYLDOPA LEVODOPA 0.459574468085 0.45 0.5 0.0
METHYLPHENIDATE LITHOSTAT 0.49696969697 0.23333333333333334 0.2666666666666667 0.0
METHYLPHENIDATE METHADONE 0.54375 0.4 0.4 0.26666666666666666
METHYLPREDNISOLONE MEDROXYPROGESTERONE 0.572864321608 0.4473684210526316 0.368421052631579 0.10526315789473684
METHYLPREDNISOLONE PREDNISONE 0.657894736842 0.5277777777777778 0.5555555555555556 0.0
METHYLPREDNISOLONE TETRADECYL@SULFATE 0.50582010582 0.3611111111111111 0.2222222222222222 0.0
METOCLOPRAMIDE METOLAZONE 0.577419354839 0.42857142857142855 0.5 0.2857142857142857
METOCLOPRAMIDE TOBRADEX 0.494915254237 0.35714285714285715 0.3571428571428571 0.0
METOLAZONE METHOTREXATE 0.536842105263 0.4583333333333333 0.41666666666666663 0.25
METOLAZONE METOCLOPRAMIDE 0.577419354839 0.42857142857142855 0.5 0.2857142857142857
METOLAZONE PEDIAZOLE 0.524731182796 0.45 0.5 0.0
METOPROLOL MISOPROSTOL 0.754782608696 0.6363636363636364 0.6363636363636364 0.09090909090909091
MIACALCIN MICATIN 0.761904761905 0.6111111111111112 0.6666666666666667 0.2222222222222222
MICATIN MIACALCIN 0.761904761905 0.6111111111111112 0.6666666666666667 0.2222222222222222
MICATIN RESERPINE 0.57619047619 0.16666666666666666 0.2222222222222222 0.0
MICATIN RIFAMPIN 0.617283950617 0.4375 0.5 0.0
MICRO@K BETAGAN 0.49014084507 0.0 0.0 0.0
MICRO@K DIPHENATOL 0.322727272727 0.2 0.09999999999999998 0.0
MICRO@K MICRONASE 0.691358024691 0.6111111111111112 0.5555555555555556 0.5555555555555556
MICRONASE MICRO@K 0.691358024691 0.6111111111111112 0.5555555555555556 0.5555555555555556
MINOXIDIL COMBIVIR 0.386813186813 0.3333333333333333 0.2222222222222222 0.0
MINOXIDIL MONOPRIL 0.610989010989 0.5555555555555556 0.5555555555555556 0.1111111111111111
MIRALAX MERUVAX 0.789189189189 0.5714285714285714 0.5714285714285714 0.14285714285714285
MIRALAX MIRAPEX 0.724324324324 0.7142857142857143 0.7142857142857143 0.5714285714285714
MIRALAX SINGULAIR 0.32380952381 0.3333333333333333 0.33333333333333337 0.0
MIRAPEX AMANTADINE 0.331034482759 0.25 0.19999999999999996 0.0
MIRAPEX MIRALAX 0.724324324324 0.7142857142857143 0.7142857142857143 0.5714285714285714
MIRAPEX NICODERM 0.4 0.25 0.25 0.0
MIRAPEX RITONAVIR 0.361904761905 0.2222222222222222 0.2222222222222222 0.0
MISOPROSTOL ALDARA 0.232967032967 0.09090909090909091 0.09090909090909094 0.0
MISOPROSTOL METOPROLOL 0.754782608696 0.6363636363636364 0.6363636363636364 0.09090909090909091
MISOPROSTOL PRINIVIL 0.441904761905 0.22727272727272727 0.18181818181818177 0.0
MITOMYCIN DESIPRAMINE 0.461538461538 0.2727272727272727 0.18181818181818177 0.0
MITOMYCIN FOSAMAX 0.442857142857 0.16666666666666666 0.11111111111111116 0.0
MITOMYCIN MITOXANTRONE 0.562162162162 0.4166666666666667 0.41666666666666663 0.3333333333333333
MITOXANTRONE CELEXA 0.28085106383 0.125 0.16666666666666663 0.0
MITOXANTRONE IMIPRAMINE 0.498245614035 0.375 0.33333333333333337 0.0
MITOXANTRONE LORAZEPAM 0.306306306306 0.20833333333333334 0.16666666666666663 0.0
MITOXANTRONE MITOMYCIN 0.562162162162 0.4166666666666667 0.41666666666666663 0.3333333333333333
MONOKET CHLORPROMAZINE 0.299130434783 0.17857142857142858 0.1428571428571429 0.0
MONOKET MONOPRIL 0.597530864198 0.5625 0.5 0.5
MONOPRIL ACCUPRIL 0.645454545455 0.4375 0.5 0.0
MONOPRIL ERYTHROCIN 0.228571428571 0.2 0.19999999999999996 0.0
MONOPRIL MINOXIDIL 0.610989010989 0.5555555555555556 0.5555555555555556 0.1111111111111111
MONOPRIL MONOKET 0.597530864198 0.5625 0.5 0.5
MORPHINE HYDROMORPHONE 0.72 0.5 0.5384615384615384 0.0
MPM@GELPAD HYPERGEL 0.391919191919 0.3181818181818182 0.2727272727272727 0.0
MYLERAN MELPHALAN 0.590909090909 0.4444444444444444 0.4444444444444444 0.1111111111111111
NAPRELAN NAPROSYN 0.759090909091 0.625 0.625 0.5
NAPRELAN NASALIDE 0.647619047619 0.4375 0.25 0.25
NAPRELAN NEOCARE 0.566233766234 0.375 0.125 0.125
NAPRELAN PROSOM 0.584615384615 0.25 0.25 0.0
NAPRELAN PYRIDOXINE 0.425531914894 0.2 0.09999999999999998 0.0
NAPROSYN BREVITAL 0.504545454545 0.125 0.0 0.0
NAPROSYN EQUAGESIC 0.340229885057 0.2222222222222222 0.11111111111111116 0.0
NAPROSYN NAPRELAN 0.759090909091 0.625 0.625 0.5
NARCAN NORCURON 0.666666666667 0.5 0.5 0.125
NASALCROM ALUPENT 0.4 0.2222222222222222 0.11111111111111116 0.0
NASALCROM NASALIDE 0.637362637363 0.6111111111111112 0.5555555555555556 0.5555555555555556
NASALCROM VIRACEPT 0.32 0.16666666666666666 0.2222222222222222 0.0
NASALIDE NASALCROM 0.637362637363 0.6111111111111112 0.5555555555555556 0.5555555555555556
NASAREL CATAPRES 0.543209876543 0.4375 0.5 0.0
NASAREL NIZORAL 0.821621621622 0.42857142857142855 0.4285714285714286 0.14285714285714285
NASAREL TIAZAC 0.358208955224 0.2857142857142857 0.1428571428571429 0.0
NATRU@VENT ATROVENT 0.913684210526 0.65 0.7 0.0
NATRU@VENT VECURONIUM 0.546534653465 0.25 0.0 0.0
NAVANE DEPAKOTE 0.417142857143 0.1875 0.25 0.0
NAVANE NORVASC 0.478873239437 0.5 0.4285714285714286 0.14285714285714285
NAVANE PERMAX 0.35625 0.16666666666666666 0.0 0.0
NEBCIN NUBAIN 0.6375 0.6666666666666666 0.6666666666666667 0.16666666666666666
NEBCIN PROCHLORPERAZINE 0.265573770492 0.15625 0.1875 0.0
NEBCIN ZOFRAN 0.429411764706 0.08333333333333333 0.16666666666666663 0.0
NELFINAVIR LITHOSTAT 0.270476190476 0.25 0.0 0.0
NELFINAVIR NEVIRAPINE 0.5 0.55 0.4 0.2
NEOCARE NEOCATE 0.745454545455 0.8571428571428571 0.8571428571428572 0.7142857142857143
NEOCATE GLUCOTROL 0.457142857143 0.2222222222222222 0.2222222222222222 0.0
NEOCATE HALDOL 0.208955223881 0.14285714285714285 0.0 0.0
NEOCATE NEOCARE 0.745454545455 0.8571428571428571 0.8571428571428572 0.7142857142857143
NEOCATE PHENOBARBITAL 0.35 0.23076923076923078 0.3076923076923077 0.0
NEORAL EFUDEX 0.266666666667 0.16666666666666666 0.0 0.0
NEORAL NEURONTIN 0.52987012987 0.3888888888888889 0.33333333333333337 0.2222222222222222
NEORAL NIZORAL 0.817910447761 0.7142857142857143 0.7142857142857143 0.14285714285714285
NEORAL TOLBUTAMIDE 0.23908045977 0.18181818181818182 0.09090909090909094 0.0
NEOSAR CYTOSAR@U 0.611428571429 0.3888888888888889 0.4444444444444444 0.0
NEOSAR ROPIVACAINE 0.318072289157 0.18181818181818182 0.09090909090909094 0.0
NEOSAR ROXANOL 0.328358208955 0.2857142857142857 0.1428571428571429 0.0
NEOSAR UROCIT@K 0.310447761194 0.125 0.125 0.0
NEPHROX ADDERALL 0.282352941176 0.1875 0.125 0.0
NEPHROX CYTOTEC 0.287179487179 0.14285714285714285 0.0 0.0
NEPHROX NIFEREX 0.641025641026 0.42857142857142855 0.4285714285714286 0.14285714285714285
NEUMEGA NEUPOGEN 0.712328767123 0.5625 0.5 0.375
NEUMEGA RISPERIDONE 0.36 0.13636363636363635 0.09090909090909094 0.0
NEUPOGEN LURIDE 0.268571428571 0.1875 0.25 0.0
NEUPOGEN NEUMEGA 0.712328767123 0.5625 0.5 0.375
NEURONTIN ADDERALL 0.307692307692 0.16666666666666666 0.0 0.0
NEURONTIN CYTOVENE 0.363218390805 0.16666666666666666 0.11111111111111116 0.0
NEURONTIN NEORAL 0.52987012987 0.3888888888888889 0.33333333333333337 0.2222222222222222
NEURONTIN NOROXIN 0.72380952381 0.5555555555555556 0.5555555555555556 0.1111111111111111
NEUTRA@PHOS@K K@PHOS@NEUTRAL 0.46511627907 0.42857142857142855 0.0714285714285714 0.0
NEVIRAPINE NELFINAVIR 0.5 0.55 0.4 0.2
NIACIN GLIPIZIDE 0.4 0.2222222222222222 0.2222222222222222 0.0
NIACIN LITHOSTAT 0.320987654321 0.16666666666666666 0.11111111111111116 0.0
NIACIN NIASPAN 0.811940298507 0.5714285714285714 0.5714285714285714 0.42857142857142855
NIASPAN DEFEROXAMINE 0.39587628866 0.125 0.16666666666666663 0.0
NIASPAN MITOMYCIN 0.514285714286 0.16666666666666666 0.2222222222222222 0.0
NIASPAN NIACIN 0.811940298507 0.5714285714285714 0.5714285714285714 0.42857142857142855
NICARDIPINE CELEBREX 0.348514851485 0.18181818181818182 0.09090909090909094 0.0
NICARDIPINE NIFEDIPINE 0.844859813084 0.7272727272727273 0.7272727272727273 0.18181818181818182
NICARDIPINE NIMODIPINE 0.743925233645 0.7272727272727273 0.7272727272727273 0.18181818181818182
NICODERM NITRODERM 0.863157894737 0.7777777777777778 0.7777777777777778 0.2222222222222222
NIFEDIPINE ELDOPAQUE@FORTE 0.376666666667 0.2 0.1333333333333333 0.0
NIFEDIPINE NICARDIPINE 0.844859813084 0.7272727272727273 0.7272727272727273 0.18181818181818182
NIFEDIPINE NIMODIPINE 0.832 0.8 0.8 0.2
NIFEDIPINE PROCTOCREAM@HC 0.3328 0.10714285714285714 0.0 0.0
NIFEDIPINE VEPESID 0.597701149425 0.2 0.19999999999999996 0.0
NIFEREX NEPHROX 0.641025641026 0.42857142857142855 0.4285714285714286 0.14285714285714285
NIMBEX HALOPERIDOL 0.189010989011 0.09090909090909091 0.09090909090909094 0.0
NIMBEX LEVOXYL 0.366197183099 0.14285714285714285 0.0 0.0
NIMBEX REVEX 0.491803278689 0.25 0.33333333333333337 0.0
NIMODIPINE AMBIEN 0.57 0.25 0.30000000000000004 0.0
NIMODIPINE ATARAX 0.235 0.0 0.0 0.0
NIMODIPINE NICARDIPINE 0.743925233645 0.7272727272727273 0.7272727272727273 0.18181818181818182
NIMODIPINE NIFEDIPINE 0.832 0.8 0.8 0.2
NITRODERM NICODERM 0.863157894737 0.7777777777777778 0.7777777777777778 0.2222222222222222
NITRODERM OXYCODONE 0.442553191489 0.2222222222222222 0.2222222222222222 0.0
NIZORAL IDAMYCIN 0.316883116883 0.25 0.0 0.0
